title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
传媒业务员,三亚,传媒,学历不限,经验不限,"[""\u623f\u5730\u4ea7/\u5efa\u7b51"", ""\u7ebf\u4e0a\u8425\u9500\u7ecf\u9a8c"", ""\u54c1\u724c\u8425\u9500"", ""\u6574\u5408\u8425\u9500"", """"]","[3000, 5000]",0薪,无,招聘者,黄女士,0,圣地雅歌文化传播传媒,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,未融资,"[0, 20]",https://www.zhipin.com/job_detail/4445294c285fc5d61nF-3dW1EFdQ.html?lid=4VpzutpmPSF.search.184&securityId=wovT5ntqL9MYX-i1gG2pyyblmUcx86wa0uXRLWT-E22sKjjuxzR1WpKTtOqus1z2G69_CLOfMsof8x3ZwPKekJ4KcucjWCL9QazfiMZSSeHJZITD4Qi8&sessionId=,https://www.zhipin.com/gongsi/3849cb42318563721nJ50t27E1Q~.html,吉阳区
公司传媒宣传跟拍,呼和浩特,传媒,高中,经验不限,"[""\u77ed\u89c6\u9891"", ""AE"", ""Photoshop"", ""Premiere"", ""\u526a\u8f91""]","[3000, 5000]",0薪,无,hr,刘先生,0,阿德尤森,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[0, 20]",https://www.zhipin.com/job_detail/1fa78a13dc6f90711HV63tW0ElBQ.html?lid=4VpzutpmPSF.search.185&securityId=akComFEUa1z28-o1nfTZgyAuYZYhEy-o0Y79Wyq5nfqbRf6nZzy-0RWMD3ZJfI7vcpkIq7UN8rMk-D9BUDeOcXM7RfUutcTFq_qpSq_5gT3M9Jhhky-X&sessionId=,https://www.zhipin.com/gongsi/ed48f93aeb7119861XR-2tm8ElA~.html,赛罕区
传媒公司前台,九江,传媒,学历不限,经验不限,"[""\u5305\u4f4f"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5f39\u6027\u5de5\u4f5c\u5236"", ""\u6296\u97f3"", ""\u5feb\u624b"", ""\u6dd8\u5b9d"", ""\u6237\u5916\u7528\u54c1"", """"]","[3000, 5000]",0薪,"[""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u5305\u4f4f"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u56e2\u5efa\u805a\u9910"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5168\u52e4\u5956"", ""\u4f4f\u623f\u8865\u8d34"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u610f\u5916\u9669"", ""\u52a0\u73ed\u8865\u52a9"", ""\u6709\u65e0\u7ebf\u7f51""]",项目人事,吴女士,0,鲸喜传媒,"https://img.bosszhipin.com/beijin/upload/com/logo/20231021/7b5b554d84f9729c52891ca74015cb8352d1abf3aaf3725e9e8f9666f7be83dbd0a4f22e67eea4ea.jpg.webp?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/4cbcc5df469747381HZ53968EFFX.html?lid=4VpzutpmPSF.search.186&securityId=oEQiKn0ZCco8c-R1QEZSXBKA2EYtt0jEf3taCui2tpKfOlNqvcaryysO2noKQib5QLVtWujTCCm656BKeb7TTTit-6ssOutXecgrNdygzLI3M9VcfC8X&sessionId=,https://www.zhipin.com/gongsi/78632c787f53d06e1XN42Ni9E1M~.html,柴桑区
传媒，音乐，舞蹈,达州,传媒,本科,1-3年,"[""\u9500\u552e\u7ecf\u9a8c"", ""\u821e\u8e48/\u5e08\u8303\u7c7b\u9662\u6821\u80cc\u666f"", ""\u6c11\u65cf\u821e"", ""\u7ebf\u4e0b\u6559\u80b2"", """", """", """", """", """", """", """", """", """", """"]","[3000, 8000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u5e74\u7ec8\u5956"", ""\u4f4f\u623f\u8865\u8d34"", ""\u5168\u52e4\u5956"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u8282\u65e5\u798f\u5229"", ""\u5305\u5403"", ""\u52a0\u73ed\u8865\u52a9""]",人力资源主管,付先生,0,世纪鑫文化艺术学校,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20191218/ff5f726bb7b98bfadc94e9f357d4c80c6fc1212277d7964ebcb4a121eccf8f80_s.jpg?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,不需要融资,"[0, 20]",https://www.zhipin.com/job_detail/e422f7f2f2877d221nB53t--FFBX.html?lid=4VpzutpmPSF.search.187&securityId=pzOIL87WTTShP-y19wYDDPmXrbqOORuPq3bds_18FyM6JaTXgvR5n3E6kIBzcyan9yFRTdlAOdeUrh7xLoxwYmmHKosIM_YCGaI9A9eonK3jbh3YjDI~&sessionId=,https://www.zhipin.com/gongsi/239ff7a1969dc4140XV729m8GA~~.html,达川区
传媒合伙人,合肥,传媒,学历不限,经验不限,"[""\u4e92\u8054\u7f51""]","[11000, 22000]",0薪,"[""\u4ea4\u901a\u8865\u52a9"", ""\u80a1\u7968\u671f\u6743"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u56e2\u5efa\u805a\u9910"", ""\u5168\u52e4\u5956"", ""\u52a0\u73ed\u8865\u52a9"", ""\u751f\u65e5\u798f\u5229"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5de5\u9f84\u5956"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u4e94\u9669\u4e00\u91d1"", ""\u8282\u65e5\u798f\u5229"", ""\u9ad8\u6e29\u8865\u8d34"", ""\u5e95\u85aa\u52a0\u63d0\u6210""]",总经理,颜先生,0,六阳出海,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230202/7bf6f160950405e9fabdb872a82ea8540c97b8908207410e8ad2f73c3b24710d5538243899d65eaf.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,天使轮,"[0, 20]",https://www.zhipin.com/job_detail/7b7d7ca64b5c7c991XJ92tS7EVNX.html?lid=4VpzutpmPSF.search.188&securityId=658Jur9yY3vTR-w1kTiQ9-hFLal20YHl_396ooVepFop0JmOEZakwSd5XRdBHbVDw_SNXzda2HcOpEfRamGnqakLew5dlfJQ4QBSikscVbQ74aYLOcmG&sessionId=,https://www.zhipin.com/gongsi/037a8afdb826faba1XB93967FlQ~.html,瑶海区
其他传媒职位,大庆,传媒,中专/中技,1-3年,"[""\u77ed\u89c6\u9891"", ""\u8fbe\u82ac\u5947"", ""C4D"", ""EDIUS"", ""\u526a\u8f91""]","[3000, 4000]",0薪,无,经理,刘先生,0,大庆市龙凤区林峰...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",回收/维修,未融资,"[0, 20]",https://www.zhipin.com/job_detail/67cb522f517387bc1HZ92dW0F1JX.html?lid=4VpzutpmPSF.search.191&securityId=9itqo2V3lm5k3-H1vSjMjKfKMKXU2Jt0JrKKQa1vXW0Nk5stArBXep6bop0IiSKhYrxJYRQX426YduwSgY0CpdsKKctXsmPfV-I_oiXrqCjiUFCsYp9E&sessionId=,https://www.zhipin.com/gongsi/df2c15b24d73db901HR93d-4E1I~.html,龙凤区
市场传媒经理,三亚,传媒,大专,3-5年,"[""\u4e00\u822c\u4f01\u4e1a\uff08\u7532\u65b9\uff09"", ""\u54c1\u724c\u4f20\u64ad\u7b56\u7565"", ""\u5a92\u4ecb\u6295\u653e\u53ca\u6548\u679c\u8bc4\u4f30"", """"]","[10000, 12000]",0薪,无,招聘,张女士,0,亚龙湾红树林度假酒店,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",餐饮,未融资,"[1000, 9999]",https://www.zhipin.com/job_detail/3bf8a18786f931671HV82ty6E1tQ.html?lid=4VpzutpmPSF.search.192&securityId=5FKkUX4a7VhaB-x1fiW4eheMULgo3a0P4fXc7xlYrcml1YLkMDW8G5mHopthzzLJzpfOfvt4W1ScB70E5RrhASGiqSkU8-2Usyr_uUL1zwOBQIq-Cjs~&sessionId=,https://www.zhipin.com/gongsi/977dc5ac2b755c8d0n1829m6Eg~~.html,吉阳区
其他传媒职位,巴中,传媒,学历不限,经验不限,"[""\u77ed\u89c6\u9891"", ""Photoshop"", ""AE"", ""\u526a\u8f91"", ""\u7279\u6548""]","[3000, 8000]",0薪,"[""\u6709\u65e0\u7ebf\u7f51"", ""\u56e2\u5efa\u805a\u9910"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u4fdd\u5e95\u5de5\u8d44""]",招聘者,李先生,0,南江县亿联益有橱...,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20240104/7bf6f160950405e9210208645a44d35cd572042444582d3d42b31c6bca4977e8c1da33a1e74ac5d8.png.webp?x-oss-process=image/resize,w_100,limit_0",装修装饰,未融资,"[0, 20]",https://www.zhipin.com/job_detail/79ec330e42a375451Hd62d66FVVT.html?lid=4VpzutpmPSF.search.193&securityId=dOGHi6r9eW7Oq-I1czY3SAsKQaLzlw0sqbGnshG-ZkKWDlheEsuKKBY1Ymv9Ox80IcQp9zq9tTONm-lRcJcYqgadYxOBIud2BFYNxu4hBplRRlpS1QU~&sessionId=,https://www.zhipin.com/gongsi/41c64c39d6a0ec5f1HV42Ni9EVQ~.html,
其他传媒职位,惠州,传媒,学历不限,经验不限,"[""\u77ed\u89c6\u9891"", ""\u7535\u5546\u89c6\u9891"", ""AE"", ""Photoshop"", ""\u526a\u8f91"", ""\u97f3\u4e50""]","[3000, 4000]",0薪,无,营销总监,谢先生,0,广东心唯诺文化传媒,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[20, 99]",https://www.zhipin.com/job_detail/560ef257db53b0a31HR50ty7GFJQ.html?lid=4VpzutpmPSF.search.194&securityId=PjkK88jqyDUvz-h1wcWLe0PYmgAX8kmOvKugZ1TYfv0Oiuez5bMy5JBLkNhuaU64ZkHCUYVhpZeX0c7WMmxdeGBCF_P6bLxCc4LHryOdv-ES8ekKqOfu&sessionId=,https://www.zhipin.com/gongsi/ac94d2a97c1d0e1a1XRz39u5FFM~.html,惠城区
洛阳青雪影视传媒有限责任公司,洛阳,传媒,大专,1-3年,"[""\u661f\u63a2"", ""\u827a\u4eba\u7ecf\u7eaa\u4eba"", ""\u6f14\u5458\u7ecf\u7eaa\u4eba"", ""\u6f14\u51fa\u7ecf\u7eaa\u4eba"", ""\u5168\u804c\u517c\u804c\u5747\u53ef""]","[3000, 8000]",0薪,无,招聘者,张先生,0,青雪传媒,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广播/影视,未融资,"[0, 20]",https://www.zhipin.com/job_detail/132874a7eac3dedb1XZ_2tm7FlpY.html?lid=4VpzutpmPSF.search.195&securityId=Q8ialGOpxY3ub-C1cE-YnpmlowvTpn9kS7vVqBJ5TWiO1lkVVS9V9Ok76PEA19nhmq9JBYNiWDR6GN2yudZwiXRUsHjoI-yGWlR2BFD6pttdWMh5a8mK&sessionId=,https://www.zhipin.com/gongsi/c64d9818bf7952061XV609-0EVU~.html,洛龙区
林州众合音魅力传媒有限公司,在家办公,传媒,学历不限,经验不限,"[""\u60c5\u611f\u804a\u5929"", ""\u5168\u804c\u517c\u804c\u5747\u53ef"", ""\u8fdc\u7a0b\u529e\u516c"", ""\u7ebf\u4e0b\u529e\u516c"", ""\u5176\u4ed6\u5e73\u53f0""]","[8000, 9000]",0薪,"[""\u514d\u8d39\u73ed\u8f66"", ""\u901a\u8baf\u8865\u8d34"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u5e74\u7ec8\u5956"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4ea4\u901a\u8865\u52a9"", ""\u9910\u8865"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u4e94\u9669\u4e00\u91d1"", ""\u4f4f\u623f\u8865\u8d34"", ""\u8282\u65e5\u798f\u5229"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u5305\u5403""]",人事部经理,黄先生,0,喔刷伙伴,"https://img.bosszhipin.com/beijin/upload/com/logo/20200413/92a2ec6f3e17d1d04874aa12ccf688288802784932c98a0e2a52876189828d69.jpg?x-oss-process=image/resize,w_100,limit_0",大数据,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c33829f8f4d3454c1Xdy3tu0FlZT.html?lid=4VpzutpmPSF.search.196&securityId=_77PrbH0o0N9I-W1iLD7x1BfkJajasQLB8XwlRAvVvd1vcsSfPdGDzIK7mDxPe_pl81AFOtYjqIdJJQrhVJhxkm5GDFjBLUVQxj3ugik6I1Nmzfui2A~&sessionId=,https://www.zhipin.com/gongsi/0d76f3f2dfa10ba70XF93di0GQ~~.html,
新媒体和文化传媒实习生,湘潭,传媒,大专,5个月,"[""\u77ed\u89c6\u9891\u8fd0\u8425"", ""\u77e9\u9635\u8425\u9500"", ""\u516c\u4f17\u53f7/\u670b\u53cb\u5708\u8fd0\u8425"", ""\u793e\u7fa4\u8fd0\u8425""]","[200, 250]",0薪,"[""\u56e2\u5efa\u805a\u9910"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u8282\u65e5\u798f\u5229"", ""\u4f01\u4e1a\u5e74\u91d1"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5de5\u9f84\u5956"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e74\u7ec8\u5956"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u751f\u65e5\u798f\u5229"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u591c\u73ed\u8865\u52a9"", ""\u52a0\u73ed\u8865\u52a9"", ""\u5168\u52e4\u5956"", ""\u7ee9\u6548\u5956\u91d1"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u5e26\u85aa\u5e74\u5047""]",人力资源部经理,黄女士,1,放牛班文化,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广告/公关/会展,未融资,"[0, 20]",https://www.zhipin.com/job_detail/202e28d72e82766f1Xx609i4E1pQ.html?lid=4VpzutpmPSF.search.197&securityId=j0zMWgWYuwomq-j1oPTYYe3CYOa36VUplg1F3RP0HHGN-FztN1aq2Ftd5FZIcT7fuy5hpN3BMIcYrWu2DpySq5Vn9VUBZhh4dc0jgwygM1NhvZydNo8~&sessionId=,https://www.zhipin.com/gongsi/66b2c54cb2e720921XV62N-0E1A~.html,岳塘区
传媒公司总经理,宁波,传媒,本科,5-10年,"[""\u63d2\u753b\u5e08"", ""\u5e73\u9762\u8bbe\u8ba1"", ""\u5e7f\u544a\u8bbe\u8ba1"", ""3-5\u5e74\u7ecf\u9a8c""]","[15000, 16000]",0薪,无,总经理,牧先生,0,回行针,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",广播/影视,未融资,"[0, 20]",https://www.zhipin.com/job_detail/57d9b578a7bfea331Hd_2t-9F1dQ.html?lid=4VpzutpmPSF.search.198&securityId=fAZjwx9c-DDCe-51pL0GjSWY4Q2bfQY3EdSFgt025LhT4mC2WjqVBuLJ3R9k2RQQ9QU003G1ZJeJYRGxtB0ys0_M0IJBVIxX5Ru74pCneumf51xFOKtu&sessionId=,https://www.zhipin.com/gongsi/b63b41f3fc341f131XR80t66ElE~.html,鄞州区
传媒专员、行政专员,开封,传媒,大专,经验不限,"[""\u63a5\u5f85/\u5916\u8054"", ""\u5916\u5f62\u6761\u4ef6\u597d"", ""\u7537\u5973\u4e0d\u9650"", ""\u8868\u8fbe\u80fd\u529b\u5f3a""]","[20000, 30000]",0薪,无,校长,刁先生,0,完徳府教育,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180530/2964398e7c73107e1c5461b46c963c971681d8bbf2fd78d4cece8b7198e9e2a8.jpg?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,未融资,"[20, 99]",https://www.zhipin.com/job_detail/60fd7e00518dc7a01HR60ty9GVFY.html?lid=4VpzutpmPSF.search.199&securityId=pyxgll1nMrNBo-V1dZTXorhq6O5V3CrcW-7eM68XZPp9iWehrGjfnCMxAu25jiLTPpEPwy_ZuNolrirZh2_7SuO_3wLD1u52Keeil5boiDtJXigHxA~~&sessionId=,https://www.zhipin.com/gongsi/0a30f71a7c082af31n180tu6EA~~.html,龙亭区
联萌传媒娱乐主播,鞍山,传媒,学历不限,经验不限,"[""\u7ebf\u4e0b\u529e\u516c"", ""\u6296\u97f3"", ""\u5168\u804c\u517c\u804c\u5747\u53ef""]","[8000, 9000]",0薪,"[""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u65e5\u798f\u5229"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5168\u52e4\u5956"", ""\u96f6\u98df\u4e0b\u5348\u8336""]",经纪人主管,谷女士,0,联萌传媒,"https://img.bosszhipin.com/beijin/upload/com/logo/20220826/7b5b554d84f9729c66a6dcf23db6c9f5d0c83ad7393022d0dd9bc2aae59bf9037a77066bc1401298.jpg?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/567ff8f3ab4da5b51X1z2Nq-EFBU.html?lid=4VpzutpmPSF.search.200&securityId=YzwJaGUe1dlQ_-71vk_q2RAG-F5Ww7vzpbQXg_yT85Jlhtep5Vb_s-iWy4RlFF8dA0Yt2rXL3FZ_NTWnHI3BKdK2hiwGKtKq35cVYqFOlGX3VSPTLIw~&sessionId=,https://www.zhipin.com/gongsi/d27948fafb81fa4533Fy3Ny7Fg~~.html,铁西区
传媒视觉总监,芜湖,传媒,大专,1-3年,"[""\u76f4\u64ad\u95f4\u8bbe\u8ba1"", ""\u56e2\u961f\u7ba1\u7406\u7ecf\u9a8c"", ""\u89c6\u89c9\u8bbe\u8ba1""]","[4000, 9000]",0薪,"[""\u4ea4\u901a\u8865\u52a9"", ""\u5305\u4f4f"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u5305\u5403"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u7ee9\u6548\u5956\u91d1"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u5458\u5de5\u65c5\u6e38"", ""\u8282\u65e5\u798f\u5229"", ""\u610f\u5916\u9669"", ""\u5168\u52e4\u5956"", ""\u5bbf\u820d\u6709\u7a7a\u8c03"", ""\u56e2\u5efa\u805a\u9910"", ""\u751f\u65e5\u798f\u5229"", ""\u4f4f\u623f\u8865\u8d34"", ""\u9910\u8865"", ""\u5e74\u7ec8\u5956""]",行政总监,吴先生,0,鼎粹互娱,"https://img.bosszhipin.com/beijin/upload/com/logo/20230425/7b5b554d84f9729cb029a72ac60294fcdd213ddc5c881c76a87bfbae70779deaccda3f1f363a0e70.jpg?x-oss-process=image/resize,w_100,limit_0",互联网,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/60958bc2f4b2deed1Hd_2N28GVtT.html?lid=4VpzutpmPSF.search.201&securityId=V2Ag2B-XXz85T-81yd5lsl9kkVXCBTJ8GWZvFOK3JMTqcBbExlxIfSzcbbX8jhrjpsd9Ewkq8md45zGW-IALtzAnW1UiiTveWqwdHvpknH2L7UuvIbo~&sessionId=,https://www.zhipin.com/gongsi/df0c4d22797fd5431XB_0ty_FlY~.html,
广告传媒活动项目统筹,南宁,传媒,大专,3-5年,"[""\u516c\u53f8\u5185\u90e8\u804c\u4f4d"", ""\u7ebf\u4e0b\u5e7f\u544a/\u4f1a\u5c55"", ""\u7ebf\u4e0a\u5e7f\u544a/\u4f1a\u5c55"", ""\u4f1a\u5c55\u6d3b\u52a8"", """"]","[5000, 7000]",0薪,"[""\u4fdd\u5e95\u5de5\u8d44"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u7ee9\u6548\u5956\u91d1"", ""\u56e2\u5efa\u805a\u9910""]",hr,赵女士,0,广西源生泰富商贸,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,未融资,"[20, 99]",https://www.zhipin.com/job_detail/dd493250eb4486f41HV93di8F1RY.html?lid=4VpzutpmPSF.search.202&securityId=lJzODInCtl9HM-h15bXizxR0qFJII2ID3cJTBQWkLInTt9C7gnwle30Ktg-P0Wy1Y2dmEKHYSpJuTw5dGf5NMsf4tHS2Up5Zm64bXKWdwWHIk12jO4HcAKeV8njBw8p5bIitAFHgNdlTL6ACweOWWrE~&sessionId=,https://www.zhipin.com/gongsi/cccad1d001945cd51HR73t64FVU~.html,良庆区
迪恩传媒招聘活动执行,连云港,传媒,学历不限,经验不限,"[""\u8425\u9500\u6d3b\u52a8"", ""\u53d1\u5e03\u6d3b\u52a8"", ""\u4f1a\u5c55\u524d\u671f\u7b79\u5907"", ""\u54c1\u724c\u6d3b\u52a8"", """", """", """", """", """"]","[4000, 8000]",0薪,"[""\u4e94\u9669\u4e00\u91d1""]",人力资源,田女士,0,DN,"https://img.bosszhipin.com/beijin/upload/com/logo/20200328/17a5bfbe6fdc73aaae5609406a3fffab6e78f2b0ef53a27c16059102070e795f.png?x-oss-process=image/resize,w_100,limit_0",培训/辅导机构,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/eac704e0d8e981d133162du9Elo~.html?lid=4VpzutpmPSF.search.203&securityId=eGRmedL6PObda-W1ocLYePqPYJ9JQ7zkRSkVpjxtfPcacovpXrxkrYs9VRthvN639-XFriL2sVJ-PUA0qwlKIfuYhGhZN_XsOWs_jXa1gltF7rQf&sessionId=,https://www.zhipin.com/gongsi/adad59eac38390821Xd539-0GQ~~.html,海州区
青禾传媒新媒体运营专员,泸州,传媒,本科,在校/应届,"[""\u516c\u4f17\u53f7\u8fd0\u8425"", ""\u91c7\u7f16"", ""\u6d3b\u52a8\u7b56\u5212""]","[3000, 4000]",0薪,无,负责人,杜先生,0,古蔺县青禾文化传...,"https://img.bosszhipin.com/beijin/upload/com/logo/20190609/d1fd8fe641ef9bb43485285ba370bdbcc47cc93871fbbbcf4b647ab841af10af.jpg?x-oss-process=image/resize,w_100,limit_0",广告营销,未融资,"[0, 20]",https://www.zhipin.com/job_detail/39eb8023a327081903J93du7EVU~.html?lid=4VpzutpmPSF.search.204&securityId=ykD2RG6JDxpNC-G1vroMqfGmS8LP4sEkvP4JfpSKiXTCVyWCMuJI03-pOzQRnbzKlf5TkJ1CTDvG2JCoINQCCFnljmvk7OZGz4XMMBtDqOOC-Vxy&sessionId=,https://www.zhipin.com/gongsi/62354e4fa07aed2d03N70960Fw~~.html,
传媒及电子商务经理,北海,传媒,学历不限,经验不限,"[""\u7535\u5546\u5e73\u53f0"", ""\u8fd0\u8425\u7ecf\u7406"", ""\u6d3b\u52a8\u6587\u6848"", ""\u5728\u7ebf\u5ba2\u670d"", ""\u6295\u8bc9\u5ba2\u670d"", ""\u5168\u804c"", """"]","[3000, 7000]",0薪,无,招聘者,罗女士,0,银滩一号,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20210305/3725e214c3fca21655334d556a2eb39ecba952de90e1c171bad6e25608dabbe6_s.jpg?x-oss-process=image/resize,w_100,limit_0",酒店/民宿,未融资,"[100, 499]",https://www.zhipin.com/job_detail/17c8bffa982b01c81nF72ty9GFFX.html?lid=4VpzutpmPSF.search.205&securityId=IY9Dx0kibCEAV-A1dfoaB3F585b6cnof6QUO4lE4R0MVFPCifuMolFqtDwlDoqZBzSosMUEc4nvLAar-yaMxHeqxWKwaBt8F0KHCNOTXaoi2qn0FYSTn&sessionId=,https://www.zhipin.com/gongsi/a0f50f52a78280331nB_2N-6EVo~.html,
亿星传媒（百万账号孵化计划）,沈阳,传媒,大专,1-3年,"[""\u7ebf\u4e0b\u529e\u516c"", ""\u6296\u97f3"", ""\u5a31\u4e50\u624d\u827a"", ""\u60c5\u611f\u804a\u5929"", ""10\u4e07\u7ea7\u7c89\u4e1d\u57fa\u7840"", """", """", """", """"]","[15000, 30000]",0薪,"[""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u5458\u5de5\u65c5\u6e38"", ""\u56e2\u5efa\u805a\u9910"", ""\u8282\u65e5\u798f\u5229"", ""\u4e94\u9669\u4e00\u91d1"", ""\u610f\u5916\u9669"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u5e74\u7ec8\u5956"", ""\u5e26\u85aa\u5e74\u5047"", ""\u751f\u65e5\u798f\u5229""]",经纪人总监,刘先生,0,沈阳新亿星传媒,"https://img.bosszhipin.com/beijin/upload/com/logo/20220315/7b5b554d84f9729c05b51c0bbe364a0b8666884a66e6a05cf3216d97c6214546f1defd802cddd5b8.jpg?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,未融资,"[100, 499]",https://www.zhipin.com/job_detail/f77d6a947bae64621Hd509m7FVZU.html?lid=4VpzutpmPSF.search.206&securityId=ZTidqlPNn5ADf-B1Xdx6qjfi2fM8Jdjz1-UnmRqP6oAZ13parpPxedbXadO7KNEMaeX6G-LaEcaa86DvW-Y7QAPM-qkltbMs1y15wDPL5dP0ZvxMaxbM&sessionId=,https://www.zhipin.com/gongsi/ff59124ad82e14351XR829i_Els~.html,和平区
